block,n,f,b,g,d
1.3025787E7,313.0,491.5692290427524,400.26024230851374,0.14,0.10169852934071298
1.3025788E7,315.0,457.0413051836479,385.5654203518374,0.31,0.09661360287367733
1.3025789E7,324.0,447.064375764247,367.16349333641216,0.24,0.09178292272999346
1.302579E7,331.0,419.2019288853828,351.7965949630065,0.26,0.08719377659349378
1.3025791E7,304.0,425.3820514620746,335.21945175872133,0.29,0.11219377659349378
1.3025792E7,280.0,387.0946740291659,313.1442409230192,0.26,0.13719377659349377
1.3025793E7,314.0,356.13854918812103,294.85982398364854,0.32,0.16219377659349377
1.3025794E7,302.0,350.8257684520918,274.86921290509144,0.28,0.15408408776381907
1.3025795E7,293.0,329.127442030098,259.5797900402242,0.31,0.1463798833756281
1.3025796E7,304.0,328.131683701596,254.52615454098742,0.43,0.1390608892068467
1.3025797E7,307.0,327.06514593926653,248.4736722335428,0.41,0.13210784474650436
1.3025798E7,305.0,327.1528158459125,242.8605422886739,0.41,0.12550245250917913
1.3025799E7,304.0,298.0545900673839,237.06941949043573,0.4,0.11922732988372017
1.30258E7,285.0,317.38870154726436,230.62496440512808,0.38,0.11326596338953417
1.3025801E7,310.0,396.92111265473903,225.1654750211481,0.39,0.10760266522005746
1.3025802E7,332.0,275.8761128130541,225.1654750211481,0.5,0.10222253195905458
1.3025803E7,321.0,274.5313549204063,216.8563434482687,0.31,0.09711140536110184
1.3025804E7,305.0,275.72540347858035,214.45559188106333,0.44,0.09225583509304675
1.3025805E7,302.0,249.0932866149716,209.19284047571327,0.36,0.0876430433383944
1.3025806E7,290.0,245.22981374866745,204.31591742479725,0.36,0.08326089117147467
1.3025807E7,318.0,245.3355051660478,197.85153778598095,0.3,0.07909784661290094
1.3025808E7,299.0,248.36813964095415,192.2020211437411,0.31,0.07514295428225588
1.3025809E7,299.0,245.11990551995711,191.92761121767364,0.49,0.07138580656814308
1.302581E7,340.0,227.69934975318137,190.365707782114,0.44,0.06781651623973593
1.3025811E7,289.0,234.3719668658613,185.21464207590947,0.29,0.06442569042774914
1.3025812E7,318.0,242.07116306758485,182.72073260655807,0.39,0.06120440590636168
1.3025813E7,285.0,213.02714633719165,178.68355629372667,0.31,0.05814418561104359
1.3025814E7,286.0,208.31711071730476,175.13037812065463,0.32,0.05523697633049141
1.3025815E7,283.0,204.7197230334779,172.9247807790265,0.38,0.05247512751396684
1.3025816E7,278.0,238.33512356553365,171.54549479092745,0.42,0.04985137113826849
1.3025817E7,286.0,190.30899599777254,169.4332055933311,0.37,0.04735880258135507
1.3025818E7,279.0,209.40669899081004,166.6889450161592,0.32,0.04499086245228731
1.3025819E7,300.0,188.65058624186113,164.97906371352036,0.38,0.04274131932967294
1.302582E7,296.0,191.54636887902242,162.9694082027267,0.35,0.04060425336318929
1.3025821E7,292.0,224.10333295305028,161.08349162750963,0.35,0.03857404069502982
1.3025822E7,310.0,203.22511134388085,158.25007125793994,0.26,0.03664533866027833
1.3025823E7,286.0,182.74625979023227,153.73255097107108,0.09,0.034813071727264416
1.3025824E7,295.0,183.07935882351595,149.46173291670164,0.08,0.03307241814090119
1.3025825E7,307.0,206.50382947472352,145.61108845450252,0.09,0.031418797233856134
1.3025826E7,315.0,186.53435080554485,139.69614267285124,0.14,0.056418797233856136
1.3025827E7,353.0,193.445447239818,132.64432968577896,0.19,0.08141879723385614
1.3025828E7,304.0,153.05083168538383,126.99798967575828,0.3,0.10641879723385614
1.3025829E7,272.0,142.50165084428443,121.65721429838041,0.34,0.13141879723385613
1.302583E7,282.0,157.98546606947005,112.9036557361083,0.27,0.15641879723385613
1.3025831E7,310.0,158.0929356691967,107.16845901656227,0.36,0.18141879723385612
1.3025832E7,286.0,130.8270448669489,102.30171044600927,0.39,0.20641879723385612
1.3025833E7,310.0,128.16186646366754,96.2833665788183,0.35,0.19609785737216331
1.3025834E7,318.0,130.92860727471427,91.97850726865416,0.38,0.18629296450355515
1.3025835E7,303.0,111.06057209888752,91.32737921464596,0.48,0.17697831627837737
1.3025836E7,281.0,102.29350611772153,101.76865512372306,0.84,0.16812940046445848
1.3025837E7,288.0,125.10145809045443,98.51769755903815,0.4,0.15972293044123556
1.3025838E7,341.0,119.80623232816083,94.63102032648828,0.37,0.15173678391917378
1.3025839E7,320.0,128.4583030687521,89.44741891380569,0.31,0.14414994472321507
1.302584E7,309.0,129.69900923044997,85.52769140421965,0.34,0.1369424474870543
1.3025841E7,266.0,130.88506806131556,85.52769140421965,0.5,0.13009532511270158
1.3025842E7,301.0,124.21307612273388,81.9337502435629,0.33,0.12359055885706649
1.3025843E7,298.0,108.87602274758827,80.20216354866531,0.41,0.11741103091421316
1.3025844E7,311.0,99.87773571560946,79.84433203792095,0.48,0.1115404793685025
1.3025845E7,294.0,108.12941901561162,78.15221577455111,0.4,0.10596345540007737
1.3025846E7,320.0,103.31809118638117,77.20814998785771,0.44,0.1006652826300735
1.3025847E7,278.0,103.22101110385974,76.76513571418495,0.47,0.09563201849856982
1.3025848E7,286.0,98.8127368511851,74.11496075298719,0.31,0.09085041757364133
1.3025849E7,291.0,98.97004663040532,72.96355360526762,0.41,0.08630789669495927
1.302585E7,285.0,92.15449614348474,77.27092790465704,0.86,0.0819925018602113
